objectid,name,year
2283,Flip,2000
14379,Harry Potter and the Sorcerer's Stone   Mystery at Hogwarts Game,2000
13982,Sorry!  Pok\u00e9mon,2000
7547,Go Bananas!,2000
4105,The Wheel of Time Collectible Card Game,2000
5585,UNO  Harry Potter,2000
19466,Trivial Pursuit  1980s,2000
8295,Secrets of the Pyramids,2000
8621,Bible TriBond,2000
927,Lift Off,2000
849,Golf Masters,2000
15020,Draw Out,2000
2777,Safari,2000
3306,Hack Attack,2000
2099,Online  Internet Card Game,2000
19373,Monopoly  65th Anniversary 1935-2000,2000
646,Pirate's Plunder,2000
5428,Mad Gab Picto-Gabs Card Game,2000
5211,Antiques Roadshow  The Game,2000
7612,The Simpsons Board Game,2000
1308,Confusion,2000
2120,Looney Tunes Trading Card Game,2000
26205,Monopoly  Euro,2000
8916,Jenga Truth-or-Dare,2000
4068,Rats!,2000
844,Mausoleum,2000
13447,Harry Potter and the Sorcerer's Stone The Game,2000
1333,Uno Boomo,2000
4925,Survivor  The Australian Outback Card Game,2000
2929,Monopoly  The .com Edition,2000
5472,Monopoly  Millennium,2000
4062,Swap!,2000
5750,Harry Potter and the Sorcerer's Stone Trivia Game,2000
6785,Big Brother  The Game,2000
1902,Mad Scientist,2000
2433,Halloween Party,2000
4110,X-Men Trading Card Game,2000
698,Gother Than Thou  The Most Pretentious Card Game Ever Made,2000
5367,Chomp!,2000
7822,Buffy the Vampire Slayer  The Board Game,2000
3623,Survivor,2000
6485,Quidditch  The Game,2000
2980,The Simpsons Ultimate Trivia Game,2000
4004,Harry Potter and the Sorcerer's Stone Quidditch Card Game,2000
4077,Who Wants to Be a Millionaire,2000
496,Dilemma,2000
517,Shark Bait,2000
518,Cat vs. Mouse,2000
537,Ice Blocks,2000
578,Protzen,2000
583,The El Grande Expansions,2000
597,El Grande  Grandissimo,2000
733,Don't Make Me Laugh Jr.,2000
734,Strange But True?,2000
738,Matheeno,2000
749,Dutch Mountains,2000
758,Balmy Balloonists,2000
778,Auction America  The Trivia Game for Any Collector,2000
800,Camlyn's Destiny,2000
830,FIB-OR-NOT?,2000
868,Atlantis,2000
874,Pythago,2000
893,Smuggle,2000
894,LifeLinks,2000
913,High Bohn,2000
961,ZOKI,2000
962,Contango,2000
972,Seven Deadly Sins,2000
1033,Xenophon  10,2000
1097,Don't Give Up Your Day Job!,2000
1104,Kiezk\u00f6nig,2000
1137,Die Siedler von Catan  Das Buch zum Spielen,2000
1151,Money,2000
1158,Rus',2000
1347,Simple GBoH,2000
1384,Abenteuer im Wichtelwald,2000
1385,Aber Hallo!,2000
1454,RYB,2000
1456,Run,2000
1479,Towers of Wyoming,2000
1487,Another Day,2000
1492,Manic Minelayers,2000
1643,Romeo und Julia,2000
1752,Haps,2000
1795,Risk \u00c9dition Napol\u00e9on  Extension Empire Ottoman,2000
1798,Battle Dice,2000
1808,Witch Hunt,2000
1870,Gold Train,2000
1882,Blazing Camels,2000
1900,Maul of America  Raid on the Mall,2000
1928,Dark Continent,2000
1929,Bushido Denied  The Battles of Bataan and Corregidor,2000
2239,4X4,2000
2255,Kartenschach,2000
2490,The Chicago Way,2000
2568,Monsterjagd,2000
2576,Kampf um Rom  Das Kartenspiel,2000
2619,Welt der Winde,2000
2622,Kontor  Das Exportlager,2000
2663,Super Giant Monster Showdown  Cybernetic Attachments,2000
2703,Another Day,2000
2714,Another Day,2000
2715,Another Day,2000
2797,Chez Geek 2  Slack Attack,2000
2803,Ave,2000
2828,Karnak,2000
2874,Pentagonal,2000
2985,Train Raider,2000
2999,Gobbos' Banquet,2000
3025,Questique,2000
3207,Respond!,2000
3217,The Three Stooges Trivia Game,2000
3281,Gulliver's Travel,2000
3334,Illegal,2000
3401,Undercover,2000
3671,Dwarves,2000
3704,Robo Battle Pigs,2000
3740,Dr. Seuss Trivia Game,2000
3791,Greek Fire,2000
3799,Bowling Bunnies,2000
3805,Domino Dice,2000
3847,Racing Challenge,2000
3900,Rule the Hand,2000
3957,Bioscopy,2000
3994,Blackmail,2000
4005,Gundam M.S.War Trading Card Game,2000
4007,Diplomacy  Federation Variant,2000
4024,Ronin  Duels,2000
4026,Udder Madness,2000
4101,The Cities and Knights of Catan  5-6 Player Expansion,2000
4153,Wizard in Training Trading Card Game,2000
4160,Henry VIII  Intrigue in the Tudor Court,2000
4161,Doghouse,2000
4190,Battle of Seattle,2000
4262,Tales of Ulysse,2000
4391,Magefire,2000
4517,Run Hippy! Run! The Boardgame,2000
4531,Mein Lieber Biber,2000
4576,Murder on the Cards  www.death...,2000
4638,Spellcast,2000
4666,Fields of Honor  The American War for Independence,2000
4726,To Forge a Nation,2000
4782,Mysteries by Vincent  White Flag Over the Seven Seas,2000
4818,Empire,2000
4857,Friends & Fortunes,2000
4868,How to Host a Murder  Maiming of the Shrew,2000
4895,Chicken Run  The Chicken Pot Pie Game,2000
4944,Formula D\u00e9 Circuits 31 & 32  Zhuhai & Sepang,2000
4945,Formula D\u00e9 Circuits 27 - 30  USA Track Pack #2,2000
5006,An Evening of Murder  The Final Act,2000
5044,Tunisia 43,2000
5106,Zicke Zacke Entenkacke,2000
5133,Frazzle,2000
2346,DVONN,2001
1345,The Traders of Genoa,2001
1041,San Marco,2001
1822,Wilderness War,2001
1382,Winner's Circle,2001
6830,Zendo,2001
1261,Medina,2001
25821,Werewolves of Miller's Hollow,2001
1159,Evo,2001
2338,Starship Catan,2001
878,Wyatt Earp,2001
2842,TransAmerica,2001
1829,Risk 2210 A.D.,2001
2570,Atlantic Star,2001
12166,Funkenschlag,2001
2596,Villa Paletti,2001
2569,Pick Picknic,2001
1155,Capitol,2001
2603,The Lord of the Rings Trading Card Game,2001
1042,Dragon's Gold,2001
2533,Kupferkessel Co.,2001
2476,Industrial Waste,2001
1262,Axis & Allies  Pacific,2001
1334,Entdecker  Exploring New Horizons,2001
1265,Mystery Rummy  Jekyll & Hyde,2001
3348,Santa Fe Rails,2001
5684,18EU,2001
2247,Zero!,2001
2998,Reds! The Russian Civil War 1918-1921,2001
1338,Volldampf,2001
20295,WeyKick,2001
2748,Thirty Years War  Europe in Agony,2001
2539,Urland,2001
13532,Guderian's Blitzkrieg II,2001
1821,Grant Takes Command,2001
1545,Flowerpower,2001
63539,Lupus in Tabula,2001
1350,Das Amulett,2001
1125,Big Shot,2001
14634,Homeworlds,2001
72644,Space Mission Maze Globe,2001
2555,Vom Kap bis Kairo,2001
1376,Serengeti,2001
3518,Napoleon in Europe,2001
1690,Unexploded Cow,2001
17923,Anno Domini  Flopps,2001
2968,Ka-Ching!,2001
1799,Warlord  Saga of the Storm,2001
1927,Munchkin  Guest Artist Edition,2001
3416,Fallschirmjaeger,2001
3495,Harry Potter Trading Card Game,2001
7514,Zombie Plague,2001
1315,Africa,2001
2638,Clash of Giants,2001
1309,Die Magier von Pangea,2001
2316,X-Bugs,2001
1203,Witch Trial,2001
1796,Pampas Railroads,2001
4388,Rome  Imperium,2001
3563,The Lord of the Rings  The Fellowship of the Ring \u2013 Battle Games in the World of Middle Earth (alternate),2001
3003,Crash Tackle Rugby Board Game,2001
5791,Vortex,2001
2542,Gargon,2001
2396,Ur  1830 BC,2001
2860,Piecepack,2001
1533,Ghost Chase in Canterville Castle,2001
2536,Vabanque,2001
1463,Girl Genius  The Works,2001
7218,18VA,2001
6861,Red Badge of Courage,2001
2211,Proteus,2001
2610,Kardinal & K\u00f6nig  Das Kartenspiel,2001
2794,Spinball,2001
2904,John Prados' Third Reich,2001
1253,Limits,2001
2471,Zombies!!!  PG Edition,2001
2298,Kasserine  Rommel's Battle for Tunisia,2001
2353,Muscat,2001
10707,Hacker  Deluxe Edition,2001
1901,Star Fleet Battle Force,2001
9556,Word Snatch,2001
1245,Isis & Osiris,2001
2543,Pompeji,2001
4991,Apples to Apples Kids,2001
5060,Caesar in Alexandria,2001
9629,Gnostica,2001
6540,Fear God and Dread Nought,2001
1416,Meridian,2001
9135,Advanced European Theater of Operations,2001
2339,HellRail  Third Perdition,2001
2344,Titicaca,2001
3562,Theophrastus,2001
2212,Outbid,2001
2541,Cosmic Cows,2001
34139,Death Wears White,2001
2472,Grave Robbers From Outer Space,2001
5332,Split (Revised Edition),2001
1335,Gnadenlos!,2001
5702,Second World War at Sea  Eastern Fleet,2001
1356,Hexen Rennen,2001
21569,Adigma,2001
1352,Bali,2001
1312,Nur Peanuts!,2001
3507,By Golly!,2001
2521,Nexus,2001
2698,Frachtexpress,2001
15081,Retro  Tactical WWII Wargame Variant Rules,2001
2902,Twilight Imperium  Armada,2001
3078,Pair-of-Dice Dice Combo,2001
1317,Auf falscher F\u00e4hrte,2001
1319,Magic Hill,2001
2602,Solitaire for Two,2001
7164,Warhammer 40,2001
2672,Der Herr der Ringe  Die Gef\u00e4hrten \u2013 Das Kartenspiel,2001
3751,Palazzo Paletti,2001
1300,Im Zeichen des Kreuzes,2001
1324,Caf\u00e9 International  Das Kartenspiel,2001
1205,Luxor,2001
18056,Anno Domini  Kunst,2001
2025,Frag Gold Edition,2001
2920,Highway to the Kremlin,2001
2773,Knights of the Dinner Table  HACK!,2001
5065,FuBi 2.0,2001
15271,Contrario,2001
5298,Curses!,2001
13212,Deluxe G.E.V.,2001
1244,Meander,2001
16456,Canope 1801,2001
1305,Ulysses,2001
59061,Drakon (first edition),2001
8410,Star Wars  Silent Death Starfighter Combat Game,2001
15193,RAMbots,2001
2410,Kanaloa,2001
1470,Venezia,2001
3210,Hekla,2001
3825,Breakthrough,2001
10529,Crusoe's Planet,2001
4256,M\u00e4use-Rallye,2001
7708,Serpentina,2001
7169,Panzer Grenadier  Heroes of the Soviet Union,2001
2402,Ghoulash,2001
2781,My Word! Junior,2001
7180,Monopoly  Nostalgia Wooden Box,2001
7607,Attakube,2001
6381,Sequence for Kids,2001
1663,Clue  Dungeons & Dragons,2001
3317,Royal Hearts,2001
9860,Jours de gloire Campagne  Le Danube,2001
22664,Phase 10 Masters Edition,2001
1314,Warhamster Rally,2001
6529,Panzer Grenadier  Airborne,2001
1043,Pitstop,2001
1701,Toscana,2001
12111,Grand National,2001
2600,Gods,2001
3838,Firestorm,2001
97747,Electronic Taboo,2001
2567,Who Stole Ed's Pants?,2001
1877,Pig Pile,2001
3604,Mamba,2001
1820,Z-G,2001
6742,Dungeons & Dragons Chainmail,2001
9111,War of 1812,2001
12672,It Came to Pass,2001
1378,Odysseus,2001
1346,Crazy Race,2001
10065,Pok\u00e9mon Master Trainer II,2001
16018,Greek Tragedy,2001
2474,G\u00f6tterd\u00e4mmerung,2001
2597,Jurassic Park III  Island Survival Game,2001
829,Battle of the Bands,2001
10605,Stratego Tournament,2001
13328,Chromino Deluxe,2001
7622,Morsecode \u00b7\u00b7\u00b7\u2013,2001
3924,Smart Mouth,2001
9204,Cherkassy Pocket  Encirclement at Korsun,2001
9861,France 1940,2001
17807,Inquisitor,2001
3319,Neutreeko,2001
6346,NBA Showdown,2001
2856,BrewMaster  The Craft Beer Game,2001
9343,Stapelei,2001
13363,CAV  Strike Operations,2001
5120,Doubles Wild,2001
9133,When Dragons Fight,2001
13786,Monogamy,2001
1355,Willy Waschb\u00e4r,2001
1336,Eden,2001
25069,Med andra ord,2001
3096,Ascension at Firepeak,2001
8132,Winter Fury  The Battle of Tolvaj\u00e4rvi 1939,2001
13623,Who's in the Bag,2001
8102,Typhon sur le Pacifique,2001
3065,Monopoly  Stock Exchange,2001
2657,Auweier,2001
1354,Zaubercocktail,2001
8930,Buffy the Vampire Slayer CCG,2001
1318,Blackrock Castle,2001
5640,Bombay Bazar,2001
41021,Tangram Master,2001
7443,Electronic Scattergories Platinum Edition,2001
4568,Racko Plus,2001
2897,In Pursuit,2001
2765,Too Many Cooks,2001
6453,Doktor Igel,2001
7088,Warangel Card Game,2001
2940,Dogville,2001
9087,KRASH!,2001
1433,Der grosse Gallier,2001
2718,War! Age of Imperialism,2001
3107,M\u00f6mmen,2001
37127,Uno  30 Year Anniversary Edition,2001
1322,Chip-Chip Hurra,2001
1330,Savannah Caf\u00e9,2001
1207,Big Deal,2001
18913,Tabu Body Talk,2001
2577,Face-it,2001
5272,Hilarium,2001
2589,Winhard,2001
8998,Taboo Junior,2001
10525,Football Champions,2001
8514,Forgotten Axis  The Romanian Campaign,2001
2537,Draco & Co,2001
2771,Maginor,2001
7604,Final Fantasy IX Tetra Master Card Game,2001
4441,PornStar,2001
15236,M.I.G. (Mobile Intelligence Games),2001
3909,Pirate's Treasure,2001
2513,Colony,2001
2749,The American Civil War,2001
13916,Mr & Mrs Family Edition,2001
4023,Frag Deadlands,2001
35658,Malta Convoy,2001
3622,eBay  The Card Game,2001
4745,Battlecards  World Conflict \u2013 Western European Campaign \u2013 Starter Set,2001
10283,Monkey Madness,2001
5430,Best of TriBond,2001
2497,Goldrush-City,2001
5804,Marvel Trivia Game,2001
3524,Geeks  The Convention,2001
10094,Weakest Link,2001
1871,Dark Side,2001
2738,The Gnumies,2001
12238,Switch 16,2001
6397,Egyptians,2001
13132,Monopoly Junior  Dig 'n Dinos,2001
8393,Monopoly  NHL,2001
2106,Imperium  3rd Millennium,2001
6981,Monopoly Junior  Toy Story and Beyond,2001
2458,Battle Cattle  The Card Game,2001
3538,Gnome Tribes,2001
6659,Harry Potter Casting Stones,2001
3910,Harry Potter  Diagon Alley Board Game,2001
5028,The Game of Life in Monstropolis,2001
2764,Ein Arsch kommt selten allein,2001
7958,The 80's Game,2001
1603,Cortez,2001
3188,Bionicle  Quest For The Masks CCG,2001
3840,RIFTS Collectible Card Game,2001
2496,Saloon,2001
3578,BattleBots  Kickbot Arena,2001
2297,U.S. Patent No. 1,2001
1415,Rat Splatter,2001
5254,Solomon's Temple,2001
2308,Atlantis  Pathways of the Deep,2001
1771,Cosmic Coasters,2001
2717,Der Herr der Ringe  Die Gef\u00e4hrten,2001
2707,Alibi,2001
10043,LEGO Racers Super Speedway Game,2001
9118,Operation Elope,2001
1546,Worlds of Heroes & Tyrants,2001
1264,Der Schattendieb,2001
1556,Tenjo,2001
6420,Cranium Cadoo,2001
11778,Cat and Mouse,2001
2540,Beest,2001
8432,Sorry! The Disney Edition,2001
5260,Star Wars  Jedi Knights CCG,2001
2887,The Yeti Slalom,2001
2817,Delta V,2001
2234,Chez Dork,2001
1377,Danger,2001
8633,Monopoly  The Disney Edition,2001
5129,The Simpsons  LOSER Takes All!,2001
6749,Busen Memo,2001
3394,Monopoly  The Simpsons,2001
1817,Devil Bunny Hates the Earth,2001
5788,Battle of the Sexes Card Game,2001
3422,Fantasy,2001
6711,Hit the Deck,2001
1426,Lord of the Rings  The Search,2001
2979,Bionicle Adventure Game  Quest For Makuta,2001
2456,The Hobbit  The Defeat of the Evil Dragon Smaug,2001
3990,Fact or Crap Movies,2001
1204,RallySport Board Game,2001
1241,BattleGrid,2001
1316,Plem Plem,2001
1320,The Dog's Meow,2001
1328,Contra,2001
1340,Doubloon Lagoon,2001
1349,Atlantic,2001
1361,Die Siedler von Catan  Historische Szenarien II,2001
1369,Earthdefenders,2001
1455,Rocketball,2001
1458,Peep War,2001
1466,Rebel Rails,2001
1494,Bohnanza Erweiterungs-Set (Revised Edition),2001
1592,ChessMage  Deck of the Myriad Shards,2001
1630,Galileo,2001
1675,Illuminati  Brainwash,2001
1734,Epicus,2001
1801,Clean Sweep,2001
1809,Rally,2001
1851,Mythrole  Merchants,2001
1868,Conquistador,2001
2045,Nomad,2001
2107,The Guru's Famous Baseball Game,2001
2142,GRYB Game System,2001
2191,Hyano,2001
2237,Flying Circus,2001
2355,Last Frontier  The Artifact,2001
2374,Yukk!,2001
2449,Lord of the Rings  Friends & Foes,2001
2459,Planes & Trains,2001
2475,Frag  Death Match,2001
2477,Kippour 1973,2001
2506,Himmel und H\u00f6lle,2001
2512,Charmed  The Book of Shadows,2001
2534,Stargate SG-1  La Vengeance d'Apophis,2001
2550,Snarf Quest,2001
2551,Fire On The Suns  Tactical Command Fleet Book 1,2001
2552,Fire On The Suns  Tactical Command!,2001
2571,Mutabohn,2001
2591,Carcassonne  The River,2001
2617,Knack den Code-X,2001
2636,My Brain is Bleeding,2001
2658,Integralis  Die verr\u00fcckte Keilerei in der Buchbinderei,2001
2659,Die VampirConnection,2001
2670,Web of Power  The Vatican,2001
2700,Rauchzeichen,2001
2702,Renaissance Traders,2001
2711,Buntb\u00e4r & Co.,2001
2735,Hossa! Seefahrer-Erweiterung,2001
2741,Chez Geek 3  Block Party,2001
2745,WaveLength,2001
2772,Mutant Chess,2001
2796,Quickely Dice,2001
2820,Astromagie,2001
2830,Talon,2001
2831,Meander,2001
2906,Jurassic Park III  The Spinosaurus Chase Game,2001
2983,Head to Head Golf,2001
3058,Schaumermal,2001
3069,Triangle Game,2001
3079,Dollars and Dibble,2001
3094,Patch Worlds,2001
3117,Peasantry,2001
3167,The Whole Brain Game,2001
3213,Pagoda,2001
3345,Admiral On Deck,2001
3391,Loft Story,2001
3418,Danger Guy,2001
3519,Millionary,2001
3542,XIII  Le Complot,2001
3546,The Mage's Triangle,2001
3638,Ultra Vilelence,2001
3660,Rock,2001
3665,Sumo Arena,2001
3717,Rasslefest,2001
3718,Hex Nut,2001
3721,Odd Bodz,2001
3722,Got Milk?,2001
3739,Bot,2001
3774,Insectica,2001
3786,Trapper-Company,2001
3792,Countermoves Generic Microgame Engine,2001
3795,No Mans Land,2001
3871,Factories,2001
3904,Le Chat Noir,2001
3942,Hard Vacuum  Science Gone Mad,2001
3960,Tochtli,2001
3987,The VANITPL8 Game,2001
4030,Metis,2001
4054,Lemmings in Space,2001
4056,The Anyville Horror,2001
4063,Three Eyed Jack,2001
4078,Wild  Rummy Edition,2001
4100,Starfarers of Catan  5-6 Player Expansion,2001
4136,Shadow Wars,2001
4170,Cardcaptors Trading Card Game,2001
4223,Borderline  Europe\/Middle East Edition,2001
4250,Mad Nooks,2001
4314,Worlds of Heroes & Tyrants Card Expansion #1  Frozen in Time,2001
4338,Twilight Imperium  Hope's End,2001
4348,HoverTank 3,2001
4417,Worlds of Heroes & Tyrants Card Expansion #2  Secrets of The Cataclysm,2001
4469,WildWords,2001
4501,Weed Wars  On Higher Ground,2001
4523,Loser,2001
4533,Dice Kwon Do,2001
4612,Go Surf,2001
4633,Stop,2001
4639,Rolled Bones,2001
4684,Market Mania,2001
4690,Obsidian Lords,2001
4703,Aux Sabords!,2001
4731,An Evening of Murder  The Tangled Web,2001
4774,Breaking into Valhalla,2001
4829,The Daisy Diamond Detective Series  Episode #2 \u2013 The Time Machine Mystery,2001
4832,Allenby's Blitzkrieg,2001
4833,Hamel 1918,2001
4837,Blitzkrieg Checked  Gembloux,2001
4838,Blitzkrieg Unleashed  Sedan,2001
4869,How to Host a Murder  Saturday Night Cleaver,2001
4930,Survivor Trading Card Game,2001
4947,Formula D\u00e9 Circuit Anniversaire 33  10 Ans,2001
4950,Road Block,2001
5061,JUMP  Genesis Savage Manakins vs. Micro Titans,2001
5062,JUMP  Genesis Die-Cast Messiahs vs. Cannibal Korp,2001
5076,Planet of the Apes,2001
5145,Det store norske spillet,2001
3076,Puerto Rico,2002
4098,Age of Steam  Deluxe Edition,2002
3685,Hammer of the Scots,2002
4390,Carcassonne  Hunters and Gatherers,2002
3307,Wallenstein,2002
3201,Lord of the Rings  The Confrontation,2002
2955,Mexica,2002
4099,Keythedral,2002
3284,Star Wars  Epic Duels,2002
3800,Himalaya,2002
3228,Pueblo,2002
2987,Pirate's Cove,2002
3955,BANG!,2002
4396,Odin's Ravens,2002
4636,Clans,2002
3353,World War II  Barbarossa to Berlin,2002
31759,Classic BattleTech Introductory Box Set,2002
4218,ZooSim,2002
4394,The Settlers of the Stone Age,2002
8095,Prophecy,2002
4491,Cave Troll,2002
3972,The Settlers of Catan  Travel Edition,2002
5867,Europa Tour,2002
8195,Viva Topo!,2002
3236,WildLife,2002
4249,Trias,2002
3421,StreetSoccer,2002
3439,Street Fighter Heroclix,2002
3139,Goldland,2002
11168,Flames of War  The World War II Miniatures Game,2002
4174,Lifeboat,2002
3267,Pizarro & Co.,2002
3409,The Napoleonic Wars,2002
3234,Dschunke,2002
3655,The Settlers of Canaan,2002
4616,Arimaa,2002
4370,Fische Fluppen Frikadellen,2002
3128,Clippers,2002
3141,The Bucket King,2002
3154,Nautilus,2002
4529,Hellas,2002
3452,Emerald,2002
24565,Magical Athlete,2002
4286,A Game of Thrones Collectible Card Game,2002
4471,Fist of Dragonstones,2002
3230,Tyros,2002
4095,Star Munchkin  Guest Artist Edition,2002
4553,Attribute,2002
3243,Wooly Wars,2002
3632,Too Many Cooks,2002
2876,Mage Knight Dungeons,2002
3828,Lokomotive Werks,2002
8946,\u039a\u03ce\u03b4\u03b9\u03ba\u03b1\u03c2 \u0391\u03c1\u03c7\u03b9\u03bc\u03ae\u03b4\u03b7,2002
3408,This Accursed Civil War,2002
3208,Dragonland,2002
4562,Mogul,2002
3318,Heave Ho!,2002
10934,Things...,2002
4488,Scarab Lords,2002
25213,30 Seconds,2002
4424,Cranium Hoopla,2002
7086,Guilford,2002
4753,King's Gate,2002
4401,Canal Grande,2002
6209,Mag\u00b7Blast (Second Edition),2002
4356,Monkeys on the Moon,2002
4475,Unexpected Treasures,2002
3321,Die Pyramiden des Jaguar,2002
4324,Risk  The Lord of the Rings,2002
10989,ConHex,2002
5357,Von Manstein's Backhand Blow,2002
3992,Advanced Tobruk,2002
3864,Mechwarrior  Dark Age,2002
5478,Jungle Smart,2002
4522,Maskenball der K\u00e4fer,2002
4610,Lord of the Rings  The Duel,2002
5711,Squad Seven,2002
4106,Moderne Zeiten,2002
34701,Thor,2002
5635,Second World War at Sea  Bomb Alley,2002
2960,Camden,2002
5393,Wheedle,2002
7138,The Killing Ground,2002
4643,Fire and Ice,2002
17922,Anno Domini  Deutschland,2002
40550,Star Trek Customizable Card Game (Second Edition),2002
3595,Squint,2002
7176,Panzer Grenadier  Battle of the Bulge,2002
3339,Diceland  Deep White Sea,2002
4532,Thud,2002
3341,Burn Rate,2002
61269,Drakon (second edition),2002
3242,Clash of the Gladiators,2002
4613,1854,2002
4318,Cannes  Stars,2002
4980,Cityscape,2002
2997,Soldier Kings  The Seven Years War Worldwide,2002
4425,Waterloo  Napoleon's Last Battle,2002
3316,Prussia's Glory  The Battles of Frederick the Great,2002
3567,Roller Coaster Tycoon,2002
4342,Screaming Eagles in Holland,2002
10681,Apples to Apples Junior!,2002
3133,Captain Park's Imaginary Polar Expedition,2002
13254,Second World War at Sea  Midway,2002
22029,I Ain't Been Shot,2002
27451,Activity 2,2002
5014,Hands Up,2002
9833,Au fil de l'\u00e9p\u00e9e,2002
3385,Stratego  Star Wars,2002
4604,Chez Greek,2002
4330,Kanaloa,2002
4421,Ad Acta,2002
13512,Imagem & A\u00e7\u00e3o 2,2002
3231,Die Sieben Weisen,2002
4961,Sunda to Sahul,2002
9803,Operation Michael,2002
12135,Drive on Stalingrad (second edition),2002
4395,Bean Trader,2002
7089,Panzer Grenadier  Afrika Korps,2002
20623,Alien City,2002
3977,Strong Stuff!,2002
2936,Dice Run,2002
3269,Cluedo  The Card Game,2002
5178,Marrakesh,2002
4323,VOC! Founding the Dutch East Indies Company,2002
5143,GolfProfi,2002
6644,Spite & Malice,2002
3057,Warp 6,2002
3275,Imperator,2002
4375,Krone & Schwert,2002
3183,Car Wars (fifth edition),2002
6559,Glory II  Across the Rappahannock,2002
4919,Great War at Sea  U.S. Navy Plan Red,2002
15000,Word Basket,2002
4816,Xactika,2002
2180,Flagship  Prometheus Unchained,2002
4328,Tony & Tino,2002
4953,1313 Dead End Drive,2002
18311,Battlefront  WWII,2002
17132,1800,2002
8049,Chronopia  War in the Eternal Realm,2002
3138,Cairo,2002
5694,Hoogst verdacht,2002
38772,Mage Knight Conquest,2002
5467,Clue  The Haunted Mansion,2002
2895,Nanofictionary,2002
98261,The Lord of the Rings  The Two Towers,2002
3826,Unlur,2002
13667,WarGods of \u00c6gyptus,2002
4332,Dibs,2002
10889,Akron,2002
18205,Grande Arm\u00e9e,2002
16455,Montebello 1800,2002
3700,Monster Island,2002
3921,Street Illegal,2002
4199,Mesopotamia   Birth of Civilisation,2002
18422,Citadel,2002
16085,Legends of Wrestling,2002
4052,Star Wars  Trading Card Game,2002
4327,War & Sheep,2002
9093,1777  The Year of the Hangman,2002
31074,Flagship  Coyote Stands,2002
3405,Tin Soldiers,2002
14355,Lonato,2002
5177,Drakborgen Legenden,2002
3658,Cube Farm,2002
4352,Fightball  Texas Wildcats vs. The Cruisers,2002
6118,Discovery,2002
14410,Oh No,2002
11531,Snake Pit,2002
12129,Giant Monster Rampage,2002
4503,Grand Prix  F1,2002
6720,Warplan Dropshot,2002
10140,The Scrambled States of America  Deluxe Edition,2002
3947,Cannibal Pygmies in the Jungle of Doom,2002
9846,Jours de gloire Campagne II  La Pologne,2002
4967,Rome at War II  Fading Legions,2002
13936,Dark Age,2002
18083,Anno Domini  M\u00fcnzen,2002
3725,Qwitch,2002
6995,Castle Danger,2002
182276,Marvel Heroclix  Infinity Challenge \u2013 Premiere Edition,2002
4593,Blooming Gardens,2002
18791,Star Wars  Attack of the Clones Card Game,2002
3358,Affenraffen,2002
4780,Der Herr der Ringe  Die Zwei T\u00fcrme \u2013 das Kartenspiel,2002
3155,Lumberjack,2002
4983,Der Herr der Ringe  Die Zwei T\u00fcrme,2002
18765,Shabadabada,2002
7464,Battleship Card Game,2002
4048,War of the States  Gettysburg,2002
15731,The Game of Life  Card Game,2002
4620,The Prestel New York Architecture Game,2002
10171,RisiKo! Master,2002
8159,Soccer Chess,2002
33870,Quest Master,2002
5707,\u05e7\u05d5\u05e7\u05d5\u05d8\u05d0\u05e7\u05d9,2002
3159,Zahltag,2002
17298,Branches and Twigs and Thorns,2002
9843,Barbarossa 1941,2002
17836,Warhammer English Civil War,2002
3075,Hamlet!,2002
4177,ShowBiz Shuffle,2002
4281,Freeloader,2002
15431,Trivial Pursuit  Globetrotter,2002
4082,Can't Stop the Turtles,2002
3543,Spider-Man,2002
4892,Dragon Strike,2002
5210,Scarab,2002
4445,Delphi,2002
3634,Iberos,2002
4437,Gaud\u00ed,2002
2937,Diceland,2002
17926,Babel Pico,2002
20112,Composio,2002
16826,Barbarossa Solitaire,2002
4329,Drake & Drake,2002
9845,Verdun 1916,2002
24794,Line Up!,2002
5411,Die Schatzinsel,2002
9844,Batailles pour le Canada,2002
6725,Battleship  Star Wars Advanced Mission,2002
16760,Richthofen,2002
3989,Remote Possibilities,2002
11873,AMC Reel Clues,2002
17699,Polarity,2002
5348,Khe Sanh,2002
2972,Fantasy Business,2002
3801,When Darkness Comes   The Awakening,2002
5308,Sahara,2002
19763,Taboo Quick Draw,2002
10196,Farlander,2002
3357,Wie Hund und Katz!,2002
17773,CrackeD ICE,2002
56406,Activity Club-Edition,2002
6235,The Perilous Parlor Game,2002
3628,Freche Fr\u00f6sche,2002
5836,Wordrop,2002
8675,Tops,2002
5502,Yu-Gi-Oh! Dungeon Dice Monsters,2002
3373,San Gimignano,2002
4096,Nodwick  The Card Game,2002
4372,Froop!,2002
15828,Schnapp,2002
9583,UNO  SpongeBob SquarePants,2002
4614,The Touch,2002
4402,Bayon,2002
5936,Sorry!  Card Game,2002
6708,Eureka!,2002
4221,Quest for the Dragonlords,2002
7296,Goth  The Game of Horror Trivia,2002
4654,Rigamarole,2002
6219,Ice Lake,2002
5089,Harry Potter Halls of Hogwarts,2002
9249,N\u00e4r & Fj\u00e4rran,2002
4508,Warchon,2002
11585,Sum Swamp,2002
3434,Golden Deuce,2002
3273,Cat Attack,2002
14374,Monster Match,2002
3633,Sid Meier's Civilization  The Boardgame,2002
8177,UNO  Spider-Man Special Edition Card Game,2002
24743,Machina,2002
12491,UNO  Disney,2002
4502,K\u00f6nig der Maulw\u00fcrfel,2002
